42.561859 10.765200 -86.239372 0.000000 0.000000  0
42.586189 10.762568 -86.226440 0.000000 0.000000  1
42.610241 10.759772 -86.212700 0.000000 0.000000  1
42.634018 10.756812 -86.198166 0.000000 0.000000  1
42.657505 10.753688 -86.182838 0.000000 0.000000  1
42.680698 10.750402 -86.166725 0.000000 0.000000  1
42.703587 10.746954 -86.149826 0.000000 0.000000  1
42.726154 10.743346 -86.132156 0.000000 0.000000  1
42.748402 10.739574 -86.113708 0.000000 0.000000  1
42.770317 10.735649 -86.094513 0.000000 0.000000  1
42.791893 10.731561 -86.074547 0.000000 0.000000  1
42.813114 10.727321 -86.053848 0.000000 0.000000  1
42.833981 10.722922 -86.032402 0.000000 0.000000  1
42.854488 10.718369 -86.010223 0.000000 0.000000  1
42.874615 10.713666 -85.987328 0.000000 0.000000  1
42.894367 10.708811 -85.963715 0.000000 0.000000  1
42.913731 10.703805 -85.939392 0.000000 0.000000  1
42.932693 10.698649 -85.914375 0.000000 0.000000  1
42.951263 10.693346 -85.888664 0.000000 0.000000  1
42.969418 10.687901 -85.862289 0.000000 0.000000  1
42.987152 10.682306 -85.835228 0.000000 0.000000  1
43.004475 10.676570 -85.807510 0.000000 0.000000  1
43.021362 10.670696 -85.779152 0.000000 0.000000  1
43.037815 10.664681 -85.750153 0.000000 0.000000  1
43.053829 10.658527 -85.720520 0.000000 0.000000  1
43.069393 10.652238 -85.690269 0.000000 0.000000  1
43.084507 10.645811 -85.659409 0.000000 0.000000  1
43.099163 10.639256 -85.627960 0.000000 0.000000  1
43.113354 10.632570 -85.595924 0.000000 0.000000  1
43.127083 10.625757 -85.563324 0.000000 0.000000  1
43.140335 10.618818 -85.530159 0.000000 0.000000  1
43.153107 10.611752 -85.496437 0.000000 0.000000  1
43.165401 10.604567 -85.462189 0.000000 0.000000  1
43.177212 10.597260 -85.427414 0.000000 0.000000  1
43.188530 10.589836 -85.392128 0.000000 0.000000  1
43.199352 10.582298 -85.356346 0.000000 0.000000  1
43.209682 10.574645 -85.320076 0.000000 0.000000  1
43.219505 10.566881 -85.283333 0.000000 0.000000  1
43.228828 10.559010 -85.246132 0.000000 0.000000  1
43.237644 10.551031 -85.208481 0.000000 0.000000  1
43.245953 10.542950 -85.170403 0.000000 0.000000  1
43.253746 10.534767 -85.131905 0.000000 0.000000  1
43.261032 10.526489 -85.093010 0.000000 0.000000  1
43.267796 10.518113 -85.053719 0.000000 0.000000  1
43.274040 10.509642 -85.014046 0.000000 0.000000  1
43.279766 10.501083 -84.974022 0.000000 0.000000  1
43.284973 10.492438 -84.933647 0.000000 0.000000  1
